ID,first_party_winner
TEST_1075,0.6543769
TEST_1076,0.6543769
TEST_1077,0.6543769
TEST_1078,0.6543769
TEST_1079,0.6543769
TEST_1080,0.6543769
TEST_1081,0.6543769
TEST_1082,0.6543769
TEST_1083,0.6543769
TEST_1084,0.6543769
TEST_1085,0.6543769
TEST_1086,0.6543769
TEST_1087,0.6543769
TEST_1088,0.6543769
TEST_1089,0.6543769
TEST_1090,0.6543769
TEST_1091,0.6543769
TEST_1092,0.6543769
TEST_1093,0.6543769
TEST_1094,0.6543769
TEST_1095,0.6543769
TEST_1096,0.6543769
TEST_1097,0.6543769
TEST_1098,0.6543769
TEST_1099,0.6543769
TEST_1100,0.6543769
TEST_1101,0.6543769
TEST_1102,0.6543769
TEST_1103,0.6543769
TEST_1104,0.6543769
TEST_1105,0.6543769
TEST_1106,0.6543769
TEST_1107,0.6543769
TEST_1108,0.6543769
TEST_1109,0.6543769
TEST_1110,0.6543769
TEST_1111,0.6543769
TEST_1112,0.6543769
TEST_1113,0.6543769
TEST_1114,0.6543769
TEST_1115,0.6543769
TEST_1116,0.6543769
TEST_1117,0.6543769
TEST_1118,0.6543769
TEST_1119,0.6543769
TEST_1120,0.6543769
TEST_1121,0.6543769
TEST_1122,0.6543769
TEST_1123,0.6543769
TEST_1124,0.6543769
TEST_1125,0.6543769
TEST_1126,0.6543769
TEST_1127,0.6543769
TEST_1128,0.6543769
TEST_1129,0.6543769
TEST_1130,0.6543769
TEST_1131,0.6543769
TEST_1132,0.6543769
TEST_1133,0.6543769
TEST_1134,0.6543769
TEST_1135,0.6543769
TEST_1136,0.6543769
TEST_1137,0.6543769
TEST_1138,0.6543769
TEST_1139,0.6543769
TEST_1140,0.6543769
TEST_1141,0.6543769
TEST_1142,0.6543769
TEST_1143,0.6543769
TEST_1144,0.6543769
TEST_1145,0.6543769
TEST_1146,0.6543769
TEST_1147,0.6543769
TEST_1148,0.6543769
TEST_1149,0.6543769
TEST_1150,0.6543769
TEST_1151,0.6543769
TEST_1152,0.6543769
TEST_1153,0.6543769
TEST_1154,0.65431404
TEST_1155,0.6543769
TEST_1156,0.6543769
TEST_1157,0.6543769
TEST_1158,0.6543769
TEST_1159,0.6543769
TEST_1160,0.6543769
TEST_1161,0.6543769
TEST_1162,0.6543769
TEST_1163,0.6543769
TEST_1164,0.6543769
TEST_1165,0.6543769
TEST_1166,0.6543769
TEST_1167,0.6543769
TEST_1168,0.6543769
TEST_1169,0.6543769
TEST_1170,0.6543769
TEST_1171,0.6543769
TEST_1172,0.6543769
TEST_1173,0.6543769
TEST_1174,0.6543769
TEST_1175,0.65387905
TEST_1176,0.6543769
TEST_1177,0.6543769
TEST_1178,0.6543769
TEST_1179,0.6543769
TEST_1180,0.6543769
TEST_1181,0.6543769
TEST_1182,0.6543769
TEST_1183,0.6543769
TEST_1184,0.6543769
TEST_1185,0.6543769
TEST_1186,0.6543769
TEST_1187,0.6543769
TEST_1188,0.6543769
TEST_1189,0.6543769
TEST_1190,0.6543769
TEST_1191,0.6543769
TEST_1192,0.6543769
TEST_1193,0.6543769
TEST_1194,0.6543769
TEST_1195,0.6543769
TEST_1196,0.6543769
TEST_1197,0.6543769
TEST_1198,0.6543769
TEST_1199,0.6543769
TEST_1200,0.6543769
TEST_1201,0.6543769
TEST_1202,0.6543769
TEST_1203,0.6543769
TEST_1204,0.6543769
TEST_1205,0.6543769
TEST_1206,0.654377
TEST_1207,0.6543606
TEST_1208,0.6543769
TEST_1209,0.6543769
TEST_1210,0.6543769
TEST_1211,0.6543769
TEST_1212,0.6543769
TEST_1213,0.6543769
TEST_1214,0.6543769
TEST_1215,0.6543769
TEST_1216,0.6543769
TEST_1217,0.6543769
TEST_1218,0.6543769
TEST_1219,0.6543769
TEST_1220,0.6543769
TEST_1221,0.6543769
TEST_1222,0.6543769
TEST_1223,0.6543769
TEST_1224,0.6543769
TEST_1225,0.6543769
TEST_1226,0.6543769
TEST_1227,0.6543769
TEST_1228,0.6543769
TEST_1229,0.6543769
TEST_1230,0.6543769
TEST_1231,0.6543769
TEST_1232,0.6543769
TEST_1233,0.6543769
TEST_1234,0.6543769
TEST_1235,0.6543769
TEST_1236,0.6543769
TEST_1237,0.6543769
TEST_1238,0.6543769
TEST_1239,0.6543769
